date,city,category,cpi
2022-02-01,Bengaluru,Fuel and Light,130.76
2022-03-01,Bengaluru,Fuel and Light,129.25
2022-04-01,Bengaluru,Fuel and Light,130.09
2022-05-01,Bengaluru,Fuel and Light,131.49
2022-06-01,Bengaluru,Fuel and Light,130.64
2022-07-01,Bengaluru,Fuel and Light,131.31
2022-08-01,Bengaluru,Fuel and Light,130.84
2022-09-01,Bengaluru,Fuel and Light,129.83
2022-10-01,Bengaluru,Fuel and Light,132.11
2022-11-01,Bengaluru,Fuel and Light,135.55
2022-12-01,Bengaluru,Fuel and Light,138.86
2023-01-01,Bengaluru,Fuel and Light,139.06
2023-02-01,Bengaluru,Fuel and Light,141.65
2023-03-01,Bengaluru,Fuel and Light,140.73
2023-04-01,Bengaluru,Fuel and Light,140.09
2023-05-01,Bengaluru,Fuel and Light,142.38
2023-06-01,Bengaluru,Fuel and Light,143.96
2023-07-01,Bengaluru,Fuel and Light,145.7
2023-08-01,Bengaluru,Fuel and Light,149.99
2023-09-01,Bengaluru,Fuel and Light,148.33
2023-10-01,Bengaluru,Fuel and Light,146.15
2023-11-01,Bengaluru,Fuel and Light,148.74
2023-12-01,Bengaluru,Fuel and Light,147.63
2024-01-01,Bengaluru,Fuel and Light,147.8
2024-02-01,Bengaluru,Fuel and Light,146.7
2024-03-01,Bengaluru,Fuel and Light,144.55
2024-04-01,Bengaluru,Fuel and Light,148.34
2024-05-01,Bengaluru,Fuel and Light,150.57
2024-06-01,Bengaluru,Fuel and Light,151.75
2024-07-01,Bengaluru,Fuel and Light,154.29
2024-08-01,Bengaluru,Fuel and Light,155.05
2024-09-01,Bengaluru,Fuel and Light,160.01
2024-10-01,Bengaluru,Fuel and Light,160.45
2024-11-01,Bengaluru,Fuel and Light,161.24
2024-12-01,Bengaluru,Fuel and Light,161.25
2025-01-01,Bengaluru,Fuel and Light,162.41
2025-02-01,Bengaluru,Fuel and Light,166.61
2025-03-01,Bengaluru,Fuel and Light,165.77
2025-04-01,Bengaluru,Fuel and Light,165.84
2025-05-01,Bengaluru,Fuel and Light,165.08
2025-06-01,Bengaluru,Fuel and Light,162.63
2025-07-01,Bengaluru,Fuel and Light,165.47
2025-08-01,Bengaluru,Fuel and Light,167.84
2025-09-01,Bengaluru,Fuel and Light,171.29
2025-10-01,Bengaluru,Fuel and Light,169.96
2025-11-01,Bengaluru,Fuel and Light,170.31
2025-12-01,Bengaluru,Fuel and Light,174.29
2015-01-01,Bengaluru,General,100.0
2015-02-01,Bengaluru,General,100.8
2015-03-01,Bengaluru,General,101.88
2015-04-01,Bengaluru,General,102.28
2015-05-01,Bengaluru,General,102.95
2015-06-01,Bengaluru,General,103.29
2015-07-01,Bengaluru,General,103.75
2015-08-01,Bengaluru,General,104.17
2015-09-01,Bengaluru,General,104.76
2015-10-01,Bengaluru,General,105.39
2015-11-01,Bengaluru,General,106.35
2015-12-01,Bengaluru,General,107.22
2016-01-01,Bengaluru,General,106.97
2016-02-01,Bengaluru,General,107.32
2016-03-01,Bengaluru,General,107.63
2016-04-01,Bengaluru,General,108.01
2016-05-01,Bengaluru,General,108.54
2016-06-01,Bengaluru,General,109.71
2016-07-01,Bengaluru,General,110.94
2016-08-01,Bengaluru,General,112.12
2016-09-01,Bengaluru,General,113.24
2016-10-01,Bengaluru,General,114.59
2016-11-01,Bengaluru,General,115.72
2016-12-01,Bengaluru,General,116.53
2017-01-01,Bengaluru,General,117.72
2017-02-01,Bengaluru,General,118.73
2017-03-01,Bengaluru,General,119.35
2017-04-01,Bengaluru,General,120.11
2017-05-01,Bengaluru,General,120.73
2017-06-01,Bengaluru,General,122.05
2017-07-01,Bengaluru,General,122.4
2017-08-01,Bengaluru,General,122.81
2017-09-01,Bengaluru,General,123.85
2017-10-01,Bengaluru,General,124.56
2017-11-01,Bengaluru,General,126.25
2017-12-01,Bengaluru,General,127.53
2018-01-01,Bengaluru,General,127.26
2018-02-01,Bengaluru,General,126.93
2018-03-01,Bengaluru,General,127.9
2018-04-01,Bengaluru,General,128.54
2018-05-01,Bengaluru,General,128.86
2018-06-01,Bengaluru,General,129.61
2018-07-01,Bengaluru,General,131.21
2018-08-01,Bengaluru,General,132.02
2018-09-01,Bengaluru,General,132.34
2018-10-01,Bengaluru,General,133.54
2018-11-01,Bengaluru,General,133.94
2018-12-01,Bengaluru,General,134.42
2019-01-01,Bengaluru,General,135.94
2019-02-01,Bengaluru,General,136.98
2019-03-01,Bengaluru,General,137.29
2019-04-01,Bengaluru,General,137.58
2019-05-01,Bengaluru,General,138.47
2019-06-01,Bengaluru,General,139.85
2019-07-01,Bengaluru,General,139.28
2019-08-01,Bengaluru,General,140.28
2019-09-01,Bengaluru,General,140.07
2019-10-01,Bengaluru,General,140.36
2019-11-01,Bengaluru,General,141.24
2019-12-01,Bengaluru,General,141.69
2020-01-01,Bengaluru,General,142.54
2020-02-01,Bengaluru,General,143.15
2020-03-01,Bengaluru,General,143.74
2020-04-01,Bengaluru,General,143.97
2020-05-01,Bengaluru,General,143.71
2020-06-01,Bengaluru,General,144.93
2020-07-01,Bengaluru,General,146.48
2020-08-01,Bengaluru,General,147.84
2020-09-01,Bengaluru,General,148.77
2020-10-01,Bengaluru,General,149.21
2020-11-01,Bengaluru,General,149.01
2020-12-01,Bengaluru,General,150.21
2021-01-01,Bengaluru,General,151.1
2021-02-01,Bengaluru,General,151.26
2021-03-01,Bengaluru,General,151.08
2021-04-01,Bengaluru,General,151.19
2021-05-01,Bengaluru,General,151.56
2021-06-01,Bengaluru,General,153.98
2021-07-01,Bengaluru,General,154.24
2021-08-01,Bengaluru,General,154.24
2021-09-01,Bengaluru,General,155.15
2021-10-01,Bengaluru,General,156.12
2021-11-01,Bengaluru,General,157.07
2021-12-01,Bengaluru,General,158.35
2022-01-01,Bengaluru,General,159.18
2022-02-01,Bengaluru,General,159.66
2022-03-01,Bengaluru,General,160.37
2022-04-01,Bengaluru,General,160.77
2022-05-01,Bengaluru,General,161.18
2022-06-01,Bengaluru,General,161.66
2022-07-01,Bengaluru,General,162.32
2022-08-01,Bengaluru,General,162.31
2022-09-01,Bengaluru,General,162.32
2022-10-01,Bengaluru,General,162.74
2022-11-01,Bengaluru,General,163.63
2022-12-01,Bengaluru,General,164.96
2023-01-01,Bengaluru,General,164.83
2023-02-01,Bengaluru,General,165.48
2023-03-01,Bengaluru,General,165.34
2023-04-01,Bengaluru,General,165.78
2023-05-01,Bengaluru,General,166.62
2023-06-01,Bengaluru,General,167.91
2023-07-01,Bengaluru,General,169.0
2023-08-01,Bengaluru,General,170.17
2023-09-01,Bengaluru,General,169.99
2023-10-01,Bengaluru,General,170.49
2023-11-01,Bengaluru,General,171.23
2023-12-01,Bengaluru,General,172.18
2024-01-01,Bengaluru,General,173.11
2024-02-01,Bengaluru,General,174.06
2024-03-01,Bengaluru,General,174.28
2024-04-01,Bengaluru,General,175.59
2024-05-01,Bengaluru,General,176.7
2024-06-01,Bengaluru,General,177.15
2024-07-01,Bengaluru,General,178.75
2024-08-01,Bengaluru,General,179.16
2024-09-01,Bengaluru,General,180.76
2024-10-01,Bengaluru,General,182.07
2024-11-01,Bengaluru,General,182.53
2024-12-01,Bengaluru,General,182.94
2025-01-01,Bengaluru,General,184.15
2025-02-01,Bengaluru,General,184.99
2025-03-01,Bengaluru,General,185.9
2025-04-01,Bengaluru,General,186.16
2025-05-01,Bengaluru,General,187.2
2025-06-01,Bengaluru,General,188.16
2025-07-01,Bengaluru,General,188.77
2025-08-01,Bengaluru,General,188.39
2025-09-01,Bengaluru,General,189.31
2025-10-01,Bengaluru,General,189.42
2025-11-01,Bengaluru,General,190.46
2025-12-01,Bengaluru,General,191.16
2015-01-01,Bengaluru,Health,100.0
2015-02-01,Bengaluru,Health,101.14
2015-03-01,Bengaluru,Health,101.64
2015-04-01,Bengaluru,Health,103.07
2015-05-01,Bengaluru,Health,104.34
2015-06-01,Bengaluru,Health,105.13
2015-07-01,Bengaluru,Health,106.08
2015-08-01,Bengaluru,Health,106.93
2015-09-01,Bengaluru,Health,107.72
2015-10-01,Bengaluru,Health,107.85
2015-11-01,Bengaluru,Health,108.54
2015-12-01,Bengaluru,Health,109.57
2016-01-01,Bengaluru,Health,109.82
2016-02-01,Bengaluru,Health,111.05
2016-03-01,Bengaluru,Health,111.6
2016-04-01,Bengaluru,Health,111.89
2016-05-01,Bengaluru,Health,112.51
2016-06-01,Bengaluru,Health,113.13
2016-07-01,Bengaluru,Health,114.02
2016-08-01,Bengaluru,Health,115.11
2016-09-01,Bengaluru,Health,115.35
2016-10-01,Bengaluru,Health,116.2
2016-11-01,Bengaluru,Health,117.04
2016-12-01,Bengaluru,Health,117.45
2017-01-01,Bengaluru,Health,118.25
2017-02-01,Bengaluru,Health,118.85
2017-03-01,Bengaluru,Health,119.95
2017-04-01,Bengaluru,Health,120.66
2017-05-01,Bengaluru,Health,120.48
2017-06-01,Bengaluru,Health,120.92
2017-07-01,Bengaluru,Health,121.23
2017-08-01,Bengaluru,Health,121.36
2017-09-01,Bengaluru,Health,121.4
2017-10-01,Bengaluru,Health,122.31
2017-11-01,Bengaluru,Health,123.44
2017-12-01,Bengaluru,Health,124.61
2018-01-01,Bengaluru,Health,125.44
2018-02-01,Bengaluru,Health,126.14
2018-03-01,Bengaluru,Health,126.38
2018-04-01,Bengaluru,Health,127.95
2018-05-01,Bengaluru,Health,128.84
2018-06-01,Bengaluru,Health,129.77
2018-07-01,Bengaluru,Health,130.92
2018-08-01,Bengaluru,Health,131.59
2018-09-01,Bengaluru,Health,132.99
2018-10-01,Bengaluru,Health,134.06
2018-11-01,Bengaluru,Health,135.07
2018-12-01,Bengaluru,Health,136.06
2019-01-01,Bengaluru,Health,137.3
2019-02-01,Bengaluru,Health,138.58
2019-03-01,Bengaluru,Health,139.59
2019-04-01,Bengaluru,Health,139.87
2019-05-01,Bengaluru,Health,140.37
2019-06-01,Bengaluru,Health,141.21
2019-07-01,Bengaluru,Health,141.92
2019-08-01,Bengaluru,Health,141.97
2019-09-01,Bengaluru,Health,142.13
2019-10-01,Bengaluru,Health,142.77
2019-11-01,Bengaluru,Health,143.26
2019-12-01,Bengaluru,Health,144.15
2020-01-01,Bengaluru,Health,145.41
2020-02-01,Bengaluru,Health,146.2
2020-03-01,Bengaluru,Health,147.68
2020-04-01,Bengaluru,Health,148.26
2020-05-01,Bengaluru,Health,148.93
2020-06-01,Bengaluru,Health,149.67
2020-07-01,Bengaluru,Health,151.23
2020-08-01,Bengaluru,Health,152.15
2020-09-01,Bengaluru,Health,152.51
2020-10-01,Bengaluru,Health,153.33
2020-11-01,Bengaluru,Health,153.64
2020-12-01,Bengaluru,Health,153.65
2021-01-01,Bengaluru,Health,154.1
2021-02-01,Bengaluru,Health,154.3
2021-03-01,Bengaluru,Health,155.5
2021-04-01,Bengaluru,Health,157.02
2021-05-01,Bengaluru,Health,158.09
2021-06-01,Bengaluru,Health,159.24
2021-07-01,Bengaluru,Health,160.45
2021-08-01,Bengaluru,Health,161.2
2021-09-01,Bengaluru,Health,162.15
2021-10-01,Bengaluru,Health,163.32
2021-11-01,Bengaluru,Health,163.88
2021-12-01,Bengaluru,Health,164.71
2022-01-01,Bengaluru,Health,165.59
2022-02-01,Bengaluru,Health,166.41
2022-03-01,Bengaluru,Health,167.6
2022-04-01,Bengaluru,Health,168.57
2022-05-01,Bengaluru,Health,169.06
2022-06-01,Bengaluru,Health,169.6
2022-07-01,Bengaluru,Health,170.72
2022-08-01,Bengaluru,Health,172.61
2022-09-01,Bengaluru,Health,173.28
2022-10-01,Bengaluru,Health,173.83
2022-11-01,Bengaluru,Health,174.7
2022-12-01,Bengaluru,Health,174.92
2023-01-01,Bengaluru,Health,175.89
2023-02-01,Bengaluru,Health,176.39
2023-03-01,Bengaluru,Health,177.0
2023-04-01,Bengaluru,Health,177.71
2023-05-01,Bengaluru,Health,179.6
2023-06-01,Bengaluru,Health,180.82
2023-07-01,Bengaluru,Health,182.01
2023-08-01,Bengaluru,Health,183.27
2023-09-01,Bengaluru,Health,184.44
2023-10-01,Bengaluru,Health,185.51
2023-11-01,Bengaluru,Health,186.42
2023-12-01,Bengaluru,Health,188.2
2024-01-01,Bengaluru,Health,189.57
2024-02-01,Bengaluru,Health,190.49
2024-03-01,Bengaluru,Health,191.76
2024-04-01,Bengaluru,Health,193.24
2024-05-01,Bengaluru,Health,193.38
2024-06-01,Bengaluru,Health,194.57
2024-07-01,Bengaluru,Health,195.36
2024-08-01,Bengaluru,Health,196.01
2024-09-01,Bengaluru,Health,197.16
2024-10-01,Bengaluru,Health,198.28
2024-11-01,Bengaluru,Health,197.92
2024-12-01,Bengaluru,Health,199.51
2025-01-01,Bengaluru,Health,200.22
2025-02-01,Bengaluru,Health,201.14
2025-03-01,Bengaluru,Health,202.68
2025-04-01,Bengaluru,Health,203.49
2025-05-01,Bengaluru,Health,205.15
2025-06-01,Bengaluru,Health,206.85
2025-07-01,Bengaluru,Health,208.46
2025-08-01,Bengaluru,Health,209.59
2025-09-01,Bengaluru,Health,210.79
2025-10-01,Bengaluru,Health,212.11
2025-11-01,Bengaluru,Health,212.43
2025-12-01,Bengaluru,Health,213.21
2015-01-01,Bengaluru,Housing,100.0
2015-02-01,Bengaluru,Housing,100.63
2015-03-01,Bengaluru,Housing,101.45
2015-04-01,Bengaluru,Housing,102.36
2015-05-01,Bengaluru,Housing,102.91
2015-06-01,Bengaluru,Housing,103.56
2015-07-01,Bengaluru,Housing,104.53
2015-08-01,Bengaluru,Housing,105.49
2015-09-01,Bengaluru,Housing,106.08
2015-10-01,Bengaluru,Housing,106.62
2015-11-01,Bengaluru,Housing,107.04
2015-12-01,Bengaluru,Housing,107.71
2016-01-01,Bengaluru,Housing,108.27
2016-02-01,Bengaluru,Housing,109.17
2016-03-01,Bengaluru,Housing,110.02
2016-04-01,Bengaluru,Housing,110.74
2016-05-01,Bengaluru,Housing,111.0
2016-06-01,Bengaluru,Housing,111.65
2016-07-01,Bengaluru,Housing,112.12
2016-08-01,Bengaluru,Housing,112.77
2016-09-01,Bengaluru,Housing,113.7
2016-10-01,Bengaluru,Housing,114.61
2016-11-01,Bengaluru,Housing,115.64
2016-12-01,Bengaluru,Housing,115.87
2017-01-01,Bengaluru,Housing,116.49
2017-02-01,Bengaluru,Housing,117.16
2017-03-01,Bengaluru,Housing,117.72
2017-04-01,Bengaluru,Housing,118.8
2017-05-01,Bengaluru,Housing,119.6
2017-06-01,Bengaluru,Housing,120.59
2017-07-01,Bengaluru,Housing,121.5
2017-08-01,Bengaluru,Housing,122.21
2017-09-01,Bengaluru,Housing,122.96
2017-10-01,Bengaluru,Housing,123.79
2017-11-01,Bengaluru,Housing,123.98
2017-12-01,Bengaluru,Housing,124.62
2018-01-01,Bengaluru,Housing,125.37
2018-02-01,Bengaluru,Housing,126.48
2018-03-01,Bengaluru,Housing,127.23
2018-04-01,Bengaluru,Housing,127.97
2018-05-01,Bengaluru,Housing,128.63
2018-06-01,Bengaluru,Housing,129.38
2018-07-01,Bengaluru,Housing,130.33
2018-08-01,Bengaluru,Housing,131.51
2018-09-01,Bengaluru,Housing,132.44
2018-10-01,Bengaluru,Housing,133.08
2018-11-01,Bengaluru,Housing,133.69
2018-12-01,Bengaluru,Housing,134.25
2019-01-01,Bengaluru,Housing,134.39
2019-02-01,Bengaluru,Housing,134.83
2019-03-01,Bengaluru,Housing,135.4
2019-04-01,Bengaluru,Housing,135.95
2019-05-01,Bengaluru,Housing,136.31
2019-06-01,Bengaluru,Housing,137.16
2019-07-01,Bengaluru,Housing,138.46
2019-08-01,Bengaluru,Housing,139.19
2019-09-01,Bengaluru,Housing,140.01
2019-10-01,Bengaluru,Housing,141.53
2019-11-01,Bengaluru,Housing,142.71
2019-12-01,Bengaluru,Housing,143.24
2020-01-01,Bengaluru,Housing,144.38
2020-02-01,Bengaluru,Housing,145.26
2020-03-01,Bengaluru,Housing,146.41
2020-04-01,Bengaluru,Housing,147.17
2020-05-01,Bengaluru,Housing,147.86
2020-06-01,Bengaluru,Housing,148.51
2020-07-01,Bengaluru,Housing,148.86
2020-08-01,Bengaluru,Housing,149.85
2020-09-01,Bengaluru,Housing,150.77
2020-10-01,Bengaluru,Housing,151.58
2020-11-01,Bengaluru,Housing,152.01
2020-12-01,Bengaluru,Housing,152.78
2021-01-01,Bengaluru,Housing,154.4
2021-02-01,Bengaluru,Housing,154.99
2021-03-01,Bengaluru,Housing,155.78
2021-04-01,Bengaluru,Housing,156.49
2021-05-01,Bengaluru,Housing,157.48
2021-06-01,Bengaluru,Housing,158.43
2021-07-01,Bengaluru,Housing,159.48
2021-08-01,Bengaluru,Housing,160.62
2021-09-01,Bengaluru,Housing,162.49
2021-10-01,Bengaluru,Housing,164.17
2021-11-01,Bengaluru,Housing,165.12
2021-12-01,Bengaluru,Housing,166.15
2022-01-01,Bengaluru,Housing,167.0
2022-02-01,Bengaluru,Housing,167.52
2022-03-01,Bengaluru,Housing,168.83
2022-04-01,Bengaluru,Housing,170.16
2022-05-01,Bengaluru,Housing,170.79
2022-06-01,Bengaluru,Housing,171.86
2022-07-01,Bengaluru,Housing,172.74
2022-08-01,Bengaluru,Housing,173.11
2022-09-01,Bengaluru,Housing,174.47
2022-10-01,Bengaluru,Housing,176.3
2022-11-01,Bengaluru,Housing,177.72
2022-12-01,Bengaluru,Housing,178.32
2023-01-01,Bengaluru,Housing,179.91
2023-02-01,Bengaluru,Housing,180.74
2023-03-01,Bengaluru,Housing,182.01
2023-04-01,Bengaluru,Housing,182.85
2023-05-01,Bengaluru,Housing,183.45
2023-06-01,Bengaluru,Housing,184.3
2023-07-01,Bengaluru,Housing,185.56
2023-08-01,Bengaluru,Housing,186.93
2023-09-01,Bengaluru,Housing,187.98
2023-10-01,Bengaluru,Housing,189.27
2023-11-01,Bengaluru,Housing,190.19
2023-12-01,Bengaluru,Housing,191.19
2024-01-01,Bengaluru,Housing,192.75
2024-02-01,Bengaluru,Housing,193.98
2024-03-01,Bengaluru,Housing,194.35
2024-04-01,Bengaluru,Housing,194.71
2024-05-01,Bengaluru,Housing,196.25
2024-06-01,Bengaluru,Housing,196.54
2024-07-01,Bengaluru,Housing,197.5
2024-08-01,Bengaluru,Housing,198.45
2024-09-01,Bengaluru,Housing,199.66
2024-10-01,Bengaluru,Housing,200.73
2024-11-01,Bengaluru,Housing,201.45
2024-12-01,Bengaluru,Housing,203.62
2025-01-01,Bengaluru,Housing,204.9
2025-02-01,Bengaluru,Housing,205.66
2025-03-01,Bengaluru,Housing,206.92
2025-04-01,Bengaluru,Housing,207.28
2025-05-01,Bengaluru,Housing,208.68
2025-06-01,Bengaluru,Housing,209.42
2025-07-01,Bengaluru,Housing,211.04
2025-08-01,Bengaluru,Housing,213.41
2025-09-01,Bengaluru,Housing,214.37
2025-10-01,Bengaluru,Housing,215.54
2025-11-01,Bengaluru,Housing,216.86
2025-12-01,Bengaluru,Housing,218.46
2015-01-01,Bengaluru,Miscellaneous,100.0
2015-02-01,Bengaluru,Miscellaneous,100.52
2015-03-01,Bengaluru,Miscellaneous,101.08
2015-04-01,Bengaluru,Miscellaneous,100.94
2015-05-01,Bengaluru,Miscellaneous,100.81
2015-06-01,Bengaluru,Miscellaneous,101.15
2015-07-01,Bengaluru,Miscellaneous,101.93
2015-08-01,Bengaluru,Miscellaneous,102.85
2015-09-01,Bengaluru,Miscellaneous,103.5
2015-10-01,Bengaluru,Miscellaneous,103.24
2015-11-01,Bengaluru,Miscellaneous,103.77
2015-12-01,Bengaluru,Miscellaneous,104.13
2016-01-01,Bengaluru,Miscellaneous,104.54
2016-02-01,Bengaluru,Miscellaneous,105.42
2016-03-01,Bengaluru,Miscellaneous,106.05
2016-04-01,Bengaluru,Miscellaneous,106.96
2016-05-01,Bengaluru,Miscellaneous,108.08
2016-06-01,Bengaluru,Miscellaneous,108.72
2016-07-01,Bengaluru,Miscellaneous,109.61
2016-08-01,Bengaluru,Miscellaneous,109.38
2016-09-01,Bengaluru,Miscellaneous,109.86
2016-10-01,Bengaluru,Miscellaneous,110.01
2016-11-01,Bengaluru,Miscellaneous,110.01
2016-12-01,Bengaluru,Miscellaneous,110.52
2017-01-01,Bengaluru,Miscellaneous,110.77
2017-02-01,Bengaluru,Miscellaneous,111.44
2017-03-01,Bengaluru,Miscellaneous,112.15
2017-04-01,Bengaluru,Miscellaneous,112.31
2017-05-01,Bengaluru,Miscellaneous,113.17
2017-06-01,Bengaluru,Miscellaneous,114.03
2017-07-01,Bengaluru,Miscellaneous,115.08
2017-08-01,Bengaluru,Miscellaneous,116.04
2017-09-01,Bengaluru,Miscellaneous,116.41
2017-10-01,Bengaluru,Miscellaneous,117.45
2017-11-01,Bengaluru,Miscellaneous,118.14
2017-12-01,Bengaluru,Miscellaneous,118.12
2018-01-01,Bengaluru,Miscellaneous,119.12
2018-02-01,Bengaluru,Miscellaneous,120.44
2018-03-01,Bengaluru,Miscellaneous,121.4
2018-04-01,Bengaluru,Miscellaneous,120.83
2018-05-01,Bengaluru,Miscellaneous,120.65
2018-06-01,Bengaluru,Miscellaneous,121.76
2018-07-01,Bengaluru,Miscellaneous,123.45
2018-08-01,Bengaluru,Miscellaneous,124.08
2018-09-01,Bengaluru,Miscellaneous,124.92
2018-10-01,Bengaluru,Miscellaneous,125.83
2018-11-01,Bengaluru,Miscellaneous,126.77
2018-12-01,Bengaluru,Miscellaneous,128.28
2019-01-01,Bengaluru,Miscellaneous,128.66
2019-02-01,Bengaluru,Miscellaneous,128.09
2019-03-01,Bengaluru,Miscellaneous,128.43
2019-04-01,Bengaluru,Miscellaneous,129.18
2019-05-01,Bengaluru,Miscellaneous,129.33
2019-06-01,Bengaluru,Miscellaneous,130.19
2019-07-01,Bengaluru,Miscellaneous,130.74
2019-08-01,Bengaluru,Miscellaneous,131.82
2019-09-01,Bengaluru,Miscellaneous,131.49
2019-10-01,Bengaluru,Miscellaneous,131.22
2019-11-01,Bengaluru,Miscellaneous,131.52
2019-12-01,Bengaluru,Miscellaneous,132.19
2020-01-01,Bengaluru,Miscellaneous,133.08
2020-02-01,Bengaluru,Miscellaneous,133.72
2020-03-01,Bengaluru,Miscellaneous,133.7
2020-04-01,Bengaluru,Miscellaneous,134.45
2020-05-01,Bengaluru,Miscellaneous,135.94
2020-06-01,Bengaluru,Miscellaneous,137.19
2020-07-01,Bengaluru,Miscellaneous,138.41
2020-08-01,Bengaluru,Miscellaneous,139.09
2020-09-01,Bengaluru,Miscellaneous,140.59
2020-10-01,Bengaluru,Miscellaneous,141.0
2020-11-01,Bengaluru,Miscellaneous,141.08
2020-12-01,Bengaluru,Miscellaneous,141.16
2021-01-01,Bengaluru,Miscellaneous,141.89
2021-02-01,Bengaluru,Miscellaneous,142.18
2021-03-01,Bengaluru,Miscellaneous,141.86
2021-04-01,Bengaluru,Miscellaneous,142.28
2021-05-01,Bengaluru,Miscellaneous,143.6
2021-06-01,Bengaluru,Miscellaneous,145.48
2021-07-01,Bengaluru,Miscellaneous,145.53
2021-08-01,Bengaluru,Miscellaneous,146.26
2021-09-01,Bengaluru,Miscellaneous,147.3
2021-10-01,Bengaluru,Miscellaneous,148.25
2021-11-01,Bengaluru,Miscellaneous,148.08
2021-12-01,Bengaluru,Miscellaneous,149.39
2022-01-01,Bengaluru,Miscellaneous,150.48
2022-02-01,Bengaluru,Miscellaneous,150.63
2022-03-01,Bengaluru,Miscellaneous,152.01
2022-04-01,Bengaluru,Miscellaneous,152.83
2022-05-01,Bengaluru,Miscellaneous,154.8
2022-06-01,Bengaluru,Miscellaneous,157.07
2022-07-01,Bengaluru,Miscellaneous,157.53
2022-08-01,Bengaluru,Miscellaneous,157.58
2022-09-01,Bengaluru,Miscellaneous,157.79
2022-10-01,Bengaluru,Miscellaneous,158.53
2022-11-01,Bengaluru,Miscellaneous,159.28
2022-12-01,Bengaluru,Miscellaneous,160.66
2023-01-01,Bengaluru,Miscellaneous,160.56
2023-02-01,Bengaluru,Miscellaneous,160.56
2023-03-01,Bengaluru,Miscellaneous,160.52
2023-04-01,Bengaluru,Miscellaneous,161.32
2023-05-01,Bengaluru,Miscellaneous,161.83
2023-06-01,Bengaluru,Miscellaneous,163.41
2023-07-01,Bengaluru,Miscellaneous,164.36
2023-08-01,Bengaluru,Miscellaneous,164.87
2023-09-01,Bengaluru,Miscellaneous,166.07
2023-10-01,Bengaluru,Miscellaneous,166.67
2023-11-01,Bengaluru,Miscellaneous,167.69
2023-12-01,Bengaluru,Miscellaneous,168.57
2024-01-01,Bengaluru,Miscellaneous,169.33
2024-02-01,Bengaluru,Miscellaneous,170.63
2024-03-01,Bengaluru,Miscellaneous,171.47
2024-04-01,Bengaluru,Miscellaneous,171.81
2024-05-01,Bengaluru,Miscellaneous,172.99
2024-06-01,Bengaluru,Miscellaneous,174.39
2024-07-01,Bengaluru,Miscellaneous,174.47
2024-08-01,Bengaluru,Miscellaneous,175.91
2024-09-01,Bengaluru,Miscellaneous,175.91
2024-10-01,Bengaluru,Miscellaneous,175.68
2024-11-01,Bengaluru,Miscellaneous,176.16
2024-12-01,Bengaluru,Miscellaneous,176.42
2025-01-01,Bengaluru,Miscellaneous,176.08
2025-02-01,Bengaluru,Miscellaneous,176.3
2025-03-01,Bengaluru,Miscellaneous,176.38
2025-04-01,Bengaluru,Miscellaneous,176.95
2025-05-01,Bengaluru,Miscellaneous,177.13
2025-06-01,Bengaluru,Miscellaneous,178.09
2025-07-01,Bengaluru,Miscellaneous,178.62
2025-08-01,Bengaluru,Miscellaneous,178.35
2025-09-01,Bengaluru,Miscellaneous,179.24
2025-10-01,Bengaluru,Miscellaneous,178.88
2025-11-01,Bengaluru,Miscellaneous,178.45
2025-12-01,Bengaluru,Miscellaneous,178.55
2015-01-01,Bengaluru,Transport and Communication,100.0
2015-02-01,Bengaluru,Transport and Communication,99.99
2015-03-01,Bengaluru,Transport and Communication,100.93
2015-04-01,Bengaluru,Transport and Communication,101.1
2015-05-01,Bengaluru,Transport and Communication,102.36
2015-06-01,Bengaluru,Transport and Communication,102.42
2015-07-01,Bengaluru,Transport and Communication,103.02
2015-08-01,Bengaluru,Transport and Communication,103.95
2015-09-01,Bengaluru,Transport and Communication,104.87
2015-10-01,Bengaluru,Transport and Communication,105.26
2015-11-01,Bengaluru,Transport and Communication,105.57
2015-12-01,Bengaluru,Transport and Communication,105.87
2016-01-01,Bengaluru,Transport and Communication,107.12
2016-02-01,Bengaluru,Transport and Communication,108.28
2016-03-01,Bengaluru,Transport and Communication,108.78
2016-04-01,Bengaluru,Transport and Communication,108.66
2016-05-01,Bengaluru,Transport and Communication,108.14
2016-06-01,Bengaluru,Transport and Communication,108.0
2016-07-01,Bengaluru,Transport and Communication,108.38
2016-08-01,Bengaluru,Transport and Communication,107.87
2016-09-01,Bengaluru,Transport and Communication,108.36
2016-10-01,Bengaluru,Transport and Communication,109.3
2016-11-01,Bengaluru,Transport and Communication,109.88
2016-12-01,Bengaluru,Transport and Communication,110.91
2017-01-01,Bengaluru,Transport and Communication,111.38
2017-02-01,Bengaluru,Transport and Communication,111.83
2017-03-01,Bengaluru,Transport and Communication,112.1
2017-04-01,Bengaluru,Transport and Communication,113.45
2017-05-01,Bengaluru,Transport and Communication,113.46
2017-06-01,Bengaluru,Transport and Communication,115.36
2017-07-01,Bengaluru,Transport and Communication,116.19
2017-08-01,Bengaluru,Transport and Communication,116.78
2017-09-01,Bengaluru,Transport and Communication,116.91
2017-10-01,Bengaluru,Transport and Communication,117.0
2017-11-01,Bengaluru,Transport and Communication,117.97
2017-12-01,Bengaluru,Transport and Communication,119.86
2018-01-01,Bengaluru,Transport and Communication,119.6
2018-02-01,Bengaluru,Transport and Communication,119.42
2018-03-01,Bengaluru,Transport and Communication,120.44
